validation,fold,case_id,role
structural_family,1,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_11,test
structural_family,1,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_19,test
structural_family,1,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_29,test
structural_family,1,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_37,test
structural_family,1,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_47,test
structural_family,1,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_11,test
structural_family,1,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_19,test
structural_family,1,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_29,test
structural_family,1,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_37,test
structural_family,1,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_47,test
structural_family,1,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_11,test
structural_family,1,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_19,test
structural_family,1,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_29,test
structural_family,1,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_37,test
structural_family,1,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_47,test
structural_family,1,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_11,test
structural_family,1,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_19,test
structural_family,1,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_29,test
structural_family,1,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_37,test
structural_family,1,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_47,test
structural_family,2,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_11,train
structural_family,2,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_19,train
structural_family,2,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_29,train
structural_family,2,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_37,train
structural_family,2,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_47,train
structural_family,2,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_11,train
structural_family,2,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_19,train
structural_family,2,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_29,train
structural_family,2,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_37,train
structural_family,2,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_47,train
structural_family,2,b4d5502166457832ab5510beca11bf8da7f4721a767e3c0a5898a00a9f9831cd_synthetic_heavy_hex_like_7q_transpiler_11,train
structural_family,2,b4d5502166457832ab5510beca11bf8da7f4721a767e3c0a5898a00a9f9831cd_synthetic_heavy_hex_like_7q_transpiler_19,train
structural_family,2,b4d5502166457832ab5510beca11bf8da7f4721a767e3c0a5898a00a9f9831cd_synthetic_heavy_hex_like_7q_transpiler_29,train
structural_family,2,b4d5502166457832ab5510beca11bf8da7f4721a767e3c0a5898a00a9f9831cd_synthetic_heavy_hex_like_7q_transpiler_37,train
structural_family,2,b4d5502166457832ab5510beca11bf8da7f4721a767e3c0a5898a00a9f9831cd_synthetic_heavy_hex_like_7q_transpiler_47,train
structural_family,2,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_11,train
structural_family,2,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_19,train
structural_family,2,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_29,train
structural_family,2,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_37,train
structural_family,2,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_47,train
structural_family,2,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_11,train
structural_family,2,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_19,train
structural_family,2,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_29,train
structural_family,2,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_37,train
structural_family,2,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_47,train
structural_family,2,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_11,train
structural_family,2,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_19,train
structural_family,2,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_29,train
structural_family,2,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_37,train
structural_family,2,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_47,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_11,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_19,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_29,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_37,train
structural_family,2,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_47,train
structural_family,2,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_11,train
structural_family,2,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_19,train
structural_family,2,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_29,train
structural_family,2,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_37,train
structural_family,2,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_47,train
structural_family,2,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_11,train
structural_family,2,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_19,train
structural_family,2,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_29,train
structural_family,2,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_37,train
structural_family,2,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_47,train
structural_family,2,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_11,train
structural_family,2,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_19,train
structural_family,2,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_29,train
structural_family,2,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_37,train
structural_family,2,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_47,train
structural_family,2,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_11,train
structural_family,2,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_19,train
structural_family,2,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_29,train
structural_family,2,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_37,train
structural_family,2,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_47,train
structural_family,2,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_11,test
structural_family,2,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_19,test
structural_family,2,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_29,test
structural_family,2,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_37,test
structural_family,2,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_47,test
structural_family,2,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_11,test
structural_family,2,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_19,test
structural_family,2,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_29,test
structural_family,2,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_37,test
structural_family,2,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_47,test
structural_family,2,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_11,test
structural_family,2,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_19,test
structural_family,2,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_29,test
structural_family,2,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_37,test
structural_family,2,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_47,test
structural_family,3,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_11,train
structural_family,3,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_19,train
structural_family,3,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_29,train
structural_family,3,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_37,train
structural_family,3,2db9eba90ba8cd0954c12783101856a28b9a2dc7771ca234eecefcf2689ef643_synthetic_line_6q_favorable_47,train
structural_family,3,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_11,train
structural_family,3,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_19,train
structural_family,3,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_29,train
structural_family,3,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_37,train
structural_family,3,667e3a1f084c4e2a3fcd2b6479ca873f035a167fe6bd3dac4cd548625d204592_synthetic_line_6q_spread_47,train
structural_family,3,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_11,train
structural_family,3,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_19,train
structural_family,3,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_29,train
structural_family,3,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_37,train
structural_family,3,bc2d5292433dbd57457d4b8e18f32adf5b65f135ba9bc3522cd34066a6aaff03_synthetic_ring_6q_transpiler_47,train
structural_family,3,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_11,train
structural_family,3,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_19,train
structural_family,3,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_29,train
structural_family,3,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_37,train
structural_family,3,0fc28dc35599b93623d9613d500225976d3b315fe307e512a0db8d51410569b8_synthetic_grid_6q_transpiler_47,train
structural_family,3,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_11,train
structural_family,3,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_19,train
structural_family,3,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_29,train
structural_family,3,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_37,train
structural_family,3,72b1038facc288285e2702246aec8cb5a5d554250f6dd4647e31f249d53e1c38_synthetic_irregular_7q_spread_47,train
structural_family,3,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_11,train
structural_family,3,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_19,train
structural_family,3,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_29,train
structural_family,3,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_37,train
structural_family,3,458db1b65dc833bd8c659df2b45270528a8cfce8db05e426b8a2f00bff2e84f9_synthetic_ring_6q_transpiler_47,train
structural_family,3,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_11,train
structural_family,3,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_19,train
structural_family,3,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_29,train
structural_family,3,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_37,train
structural_family,3,8a9838b475d9bb5d15c2324d44b159fb5c192b8a4ea7b71bf432d0ede311ee02_synthetic_grid_6q_transpiler_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_favorable_47,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_11,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_19,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_29,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_37,train
structural_family,3,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_47,train
structural_family,3,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_11,train
structural_family,3,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_19,train
structural_family,3,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_29,train
structural_family,3,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_37,train
structural_family,3,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_47,train
structural_family,3,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_11,train
structural_family,3,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_19,train
structural_family,3,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_29,train
structural_family,3,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_37,train
structural_family,3,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_47,train
structural_family,3,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_11,train
structural_family,3,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_19,train
structural_family,3,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_29,train
